Donate ID,Donate Date,Gender,Deposit Amount,Preferred Color of Device,Ice Cream Products Consumed Per Week,Favorite Flavor Of Ice Cream,Donated To Kick Starter Before,Household Income,Do you own a Keurig,How many desserts do you eat a week,Purchased
7863,07-07-19,female,384,red,0,no preference,yes,<100K,yes,7,1
7864,07-07-19,female,273,black,4,specialty,yes,<100K,yes,4,1
7865,07-07-19,female,218,silver,0,vanilla,yes,<100K,yes,8,1
7866,07-07-19,male,194,red,3,vanilla,yes,Not Reported,yes,4,1
7867,07-07-19,female,119,white,4,swirl,yes,<100K,yes,4,1
7868,07-07-19,female,393,no preference,1,swirl,yes,<100K,yes,8,0
7869,07-07-19,female,333,silver,2,specialty,yes,<100K,no,5,1
7870,07-07-19,female,136,silver,0,specialty,yes,<100K,yes,3,0
7871,07-07-19,female,261,red,3,specialty,yes,<100K,yes,3,1
7872,07-07-19,male,353,white,10,no preference,yes,>100K,yes,10,1
7873,07-07-19,female,323,no preference,9,chocolate,no,<100K,yes,9,0
7874,07-07-19,female,151,blue,8,vanilla,yes,<100K,no,8,1
7875,07-07-19,female,199,no preference,8,swirl,yes,<100K,yes,8,0
7876,07-07-19,female,119,black,0,specialty,yes,<100K,yes,1,0
7877,07-07-19,female,183,silver,6,swirl,yes,<100K,no,6,0
7878,07-07-19,female,300,no preference,10,specialty,yes,<100K,no,10,0
7879,07-07-19,male,363,white,0,specialty,no,Not Reported,yes,6,1
7880,07-07-19,female,265,blue,8,specialty,yes,<100K,yes,8,1
7881,07-07-19,male,158,no preference,1,vanilla,yes,>100K,yes,3,0
7882,07-07-19,female,301,no preference,3,no preference,no,<100K,yes,5,0
7883,07-07-19,male,165,silver,3,chocolate,yes,Not Reported,yes,8,1
7884,07-07-19,female,168,white,4,chocolate,yes,<100K,yes,4,1
7885,07-07-19,female,247,silver,4,no preference,no,<100K,yes,5,1
7886,07-07-19,female,198,blue,3,chocolate,no,<100K,yes,7,1
7887,07-07-19,female,196,black,2,no preference,yes,<100K,yes,2,0
7888,07-07-19,male,213,white,1,specialty,yes,Not Reported,yes,5,1
7889,07-07-19,female,348,blue,9,swirl,yes,<100K,yes,9,1
7890,07-07-19,male,306,silver,5,swirl,no,Not Reported,yes,5,1
7891,07-07-19,male,253,black,4,chocolate,no,Not Reported,yes,6,1
7892,07-07-19,female,188,no preference,3,vanilla,yes,<100K,yes,3,0
7893,07-07-19,female,174,black,5,chocolate,no,<100K,yes,8,1
7894,07-07-19,female,219,silver,10,vanilla,yes,<100K,no,10,1
7895,07-07-19,female,378,white,8,specialty,yes,<100K,yes,8,1
7896,07-07-19,female,296,white,5,no preference,yes,<100K,yes,8,1
7897,07-07-19,male,313,white,8,swirl,yes,Not Reported,no,8,1
7898,07-07-19,male,279,black,10,specialty,no,Not Reported,yes,10,1
7899,07-07-19,female,284,no preference,2,swirl,yes,<100K,yes,2,0
7900,07-07-19,female,335,black,0,no preference,yes,<100K,yes,0,1
7901,07-07-19,male,235,no preference,8,vanilla,yes,Not Reported,yes,8,0
7902,07-07-19,female,182,no preference,3,no preference,yes,<100K,yes,8,0
7903,07-07-19,female,144,silver,1,chocolate,no,<100K,yes,4,1
7904,07-07-19,female,139,blue,9,swirl,yes,<100K,yes,9,1
7905,07-07-19,female,217,no preference,10,specialty,no,<100K,yes,10,0
7906,07-07-19,female,243,black,6,swirl,yes,<100K,no,8,1
7907,07-07-19,female,180,silver,8,vanilla,no,<100K,yes,8,1
7908,07-07-19,female,276,white,0,vanilla,yes,<100K,yes,2,1
7909,07-07-19,male,213,blue,0,specialty,yes,Not Reported,no,4,1
7910,07-07-19,female,156,no preference,1,chocolate,yes,<100K,yes,4,0
7911,07-07-19,female,123,silver,0,no preference,yes,<100K,yes,3,0
7912,07-07-19,female,396,blue,1,chocolate,yes,<100K,no,6,1
7913,07-07-19,female,392,black,5,swirl,yes,<100K,yes,5,1
7914,07-07-19,male,365,no preference,5,chocolate,no,Not Reported,yes,5,0
7915,07-07-19,female,221,silver,10,no preference,yes,<100K,yes,10,1
7916,07-07-19,male,238,white,4,vanilla,yes,>100K,yes,4,1
7917,07-07-19,male,165,red,3,specialty,yes,Not Reported,no,8,1
7918,07-07-19,female,235,red,10,no preference,yes,<100K,yes,10,1
7919,07-07-19,male,371,black,10,swirl,no,Not Reported,yes,10,1
7920,07-07-19,female,176,silver,6,swirl,yes,<100K,no,6,0
7921,07-07-19,female,269,red,7,specialty,no,<100K,yes,7,1
7922,07-07-19,female,354,silver,9,chocolate,yes,<100K,no,9,1
7923,07-07-19,female,183,white,4,specialty,no,<100K,yes,4,0
7924,07-07-19,male,400,no preference,2,specialty,no,Not Reported,yes,6,0
7925,07-07-19,female,249,white,2,chocolate,yes,<100K,no,6,1
7926,07-07-19,female,367,blue,8,chocolate,yes,<100K,no,8,1
7927,07-07-19,female,199,white,10,vanilla,no,<100K,yes,10,1
7928,07-07-19,female,371,red,10,no preference,yes,<100K,yes,10,1
7929,07-07-19,female,192,no preference,6,vanilla,yes,<100K,yes,6,0
7930,07-07-19,female,212,white,7,no preference,yes,<100K,no,8,1
7931,07-07-19,female,130,no preference,10,vanilla,no,<100K,yes,10,0
7932,07-07-19,male,132,white,1,no preference,yes,Not Reported,yes,8,0
7933,07-07-19,female,253,no preference,0,no preference,yes,<100K,yes,1,0
7934,07-07-19,female,349,silver,5,chocolate,yes,<100K,yes,5,1
7935,07-07-19,male,293,red,1,swirl,yes,Not Reported,no,8,1
7936,07-07-19,male,148,no preference,1,swirl,yes,Not Reported,yes,7,0
7937,07-07-19,female,190,silver,10,no preference,yes,<100K,yes,10,1
7938,07-07-19,male,169,no preference,2,specialty,yes,Not Reported,no,8,0
7939,07-07-19,female,205,black,0,no preference,no,<100K,yes,7,1
7940,07-07-19,female,279,red,0,no preference,yes,<100K,no,4,1
7941,07-07-19,female,159,white,3,no preference,yes,<100K,yes,4,0
7942,07-07-19,female,134,red,1,no preference,yes,<100K,no,7,0
7943,07-07-19,female,353,red,2,no preference,yes,<100K,yes,5,1
7944,07-07-19,female,381,red,5,no preference,no,<100K,yes,8,1
7945,07-07-19,female,124,blue,2,no preference,no,<100K,yes,6,0
7946,07-07-19,male,397,black,3,swirl,yes,Not Reported,no,7,1
7947,07-07-19,female,175,red,2,no preference,yes,<100K,yes,5,0
7948,07-07-19,female,384,black,8,no preference,yes,<100K,yes,8,1
7949,07-07-19,female,194,white,4,chocolate,yes,<100K,yes,4,1
7950,07-07-19,male,397,red,6,swirl,yes,Not Reported,yes,6,1
7951,07-07-19,female,226,silver,0,swirl,yes,<100K,no,8,1
7952,07-07-19,male,267,red,10,chocolate,yes,Not Reported,no,10,1
7953,07-07-19,female,385,silver,8,chocolate,no,<100K,yes,8,1
7954,07-07-19,female,130,no preference,7,chocolate,no,<100K,yes,7,0
7955,07-07-19,male,117,blue,1,chocolate,yes,Not Reported,no,8,1
7956,07-07-19,female,263,red,6,swirl,yes,<100K,no,6,1
7957,07-07-19,female,104,blue,9,chocolate,yes,<100K,yes,9,1
7958,07-07-19,female,120,no preference,5,vanilla,no,<100K,yes,5,0
7959,07-07-19,female,290,blue,2,specialty,yes,<100K,no,7,1
7960,07-07-19,male,345,no preference,5,vanilla,yes,Not Reported,yes,6,0
7961,07-07-19,female,179,red,5,chocolate,yes,<100K,no,6,1
7962,07-07-19,female,210,blue,0,vanilla,no,<100K,yes,4,1
7963,07-07-19,female,288,black,3,chocolate,yes,<100K,yes,3,1
7964,07-07-19,female,185,blue,10,specialty,yes,<100K,no,10,1
7965,07-07-19,male,144,black,0,swirl,yes,>100K,yes,2,0
7966,07-07-19,female,226,red,1,vanilla,yes,<100K,yes,8,1
7967,07-07-19,female,166,red,5,specialty,yes,<100K,yes,5,0
7968,07-07-19,female,204,no preference,1,no preference,no,<100K,yes,6,0
7969,07-07-19,female,213,black,8,no preference,yes,<100K,no,8,1
7970,07-07-19,male,366,no preference,4,specialty,yes,Not Reported,no,5,0
7971,07-07-19,female,310,no preference,8,vanilla,yes,<100K,yes,8,0
7972,07-07-19,female,122,blue,5,vanilla,yes,<100K,no,6,0
7973,07-07-19,female,120,no preference,0,specialty,yes,<100K,yes,2,0
7974,07-07-19,male,321,silver,2,specialty,yes,Not Reported,yes,4,1
7975,07-07-19,female,251,black,7,no preference,yes,<100K,no,7,1
7976,07-07-19,male,257,blue,2,specialty,yes,>100K,yes,3,1
7977,07-07-19,female,266,no preference,7,swirl,yes,<100K,yes,7,0
7978,07-07-19,female,173,red,0,swirl,no,<100K,yes,6,0
7979,07-07-19,female,183,blue,1,vanilla,yes,<100K,yes,7,0
7980,07-07-19,female,331,red,3,chocolate,no,<100K,yes,5,1
7981,07-07-19,female,167,white,7,no preference,no,<100K,yes,8,0
7982,07-07-19,female,252,no preference,2,specialty,yes,<100K,yes,3,0
7983,07-07-19,female,304,blue,4,swirl,yes,<100K,no,7,1
7984,07-07-19,male,384,silver,9,no preference,no,Not Reported,yes,9,1
7985,07-07-19,female,375,no preference,0,no preference,yes,<100K,yes,8,0
7986,07-07-19,male,244,black,9,swirl,yes,Not Reported,no,9,1
7987,07-07-19,male,146,white,9,specialty,yes,Not Reported,no,9,1
7988,07-07-19,female,307,silver,5,chocolate,yes,<100K,yes,7,1
7989,07-07-19,female,340,red,10,swirl,yes,<100K,no,10,1
7990,07-07-19,female,236,white,9,vanilla,yes,<100K,yes,9,1
7991,07-07-19,female,316,white,3,swirl,no,<100K,yes,6,1
7992,07-07-19,male,226,no preference,1,chocolate,yes,Not Reported,yes,5,0
7993,07-07-19,female,373,silver,6,vanilla,yes,<100K,yes,6,1
7994,07-07-19,female,361,blue,5,specialty,no,<100K,yes,5,1
7995,07-07-19,female,252,silver,4,no preference,yes,<100K,yes,6,1
7996,07-07-19,male,360,red,3,specialty,no,Not Reported,yes,6,1
7997,07-07-19,male,263,red,1,chocolate,yes,>100K,yes,1,1
7998,07-07-19,female,199,red,9,specialty,yes,<100K,no,9,1
7999,07-07-19,female,319,blue,10,no preference,yes,<100K,no,10,1
8000,07-07-19,male,109,black,4,swirl,yes,>100K,yes,4,0
8001,07-07-19,male,200,no preference,0,specialty,no,Not Reported,yes,5,0
8002,07-07-19,female,205,blue,0,specialty,yes,<100K,yes,0,1
8003,07-07-19,female,111,white,9,chocolate,yes,<100K,no,9,1
8004,07-07-19,female,162,black,1,vanilla,yes,<100K,yes,5,1
8005,07-07-19,female,128,blue,7,specialty,yes,<100K,no,7,0
8006,07-07-19,male,288,blue,8,no preference,yes,Not Reported,no,8,1
8007,07-07-19,female,282,silver,6,specialty,yes,<100K,yes,6,1
8008,07-07-19,female,184,red,0,specialty,yes,<100K,yes,8,1
8009,07-07-19,male,352,blue,5,chocolate,yes,>100K,yes,5,1
8010,07-07-19,male,234,no preference,9,vanilla,yes,Not Reported,yes,9,0
8011,07-07-19,female,206,silver,6,no preference,yes,<100K,yes,6,1
8012,07-07-19,female,261,black,5,specialty,no,<100K,yes,7,1
8013,07-07-19,female,248,no preference,5,chocolate,yes,<100K,yes,5,0
8014,07-07-19,female,204,silver,6,no preference,yes,<100K,yes,6,1
8015,07-07-19,male,258,silver,1,specialty,yes,>100K,yes,1,1
8016,07-07-19,male,166,red,3,specialty,yes,Not Reported,yes,8,1
8017,07-07-19,female,175,no preference,9,no preference,no,<100K,yes,9,0
8018,07-07-19,male,312,red,8,swirl,no,Not Reported,yes,8,1
8019,07-07-19,female,378,silver,5,chocolate,yes,<100K,no,7,1
8020,07-07-19,male,326,red,4,chocolate,no,Not Reported,yes,8,1
8021,07-07-19,female,299,silver,10,no preference,yes,<100K,yes,10,1
8022,07-07-19,female,237,white,9,no preference,yes,<100K,no,9,1
8023,07-07-19,female,372,silver,2,specialty,yes,<100K,no,6,1
8024,07-07-19,female,275,white,2,no preference,yes,<100K,no,6,1
8025,07-07-19,male,323,no preference,3,specialty,no,Not Reported,yes,6,0
8026,07-07-19,female,339,blue,0,chocolate,yes,<100K,no,8,1
8027,07-07-19,male,263,no preference,0,chocolate,no,Not Reported,yes,8,0
8028,07-07-19,female,317,blue,5,vanilla,yes,<100K,no,5,1
8029,07-07-19,female,273,blue,2,no preference,yes,<100K,no,6,1
8030,07-07-19,female,241,silver,3,swirl,yes,<100K,yes,3,1
8031,07-07-19,female,389,no preference,7,specialty,yes,<100K,no,7,0
8032,07-07-19,male,119,red,3,specialty,no,Not Reported,yes,4,1
8033,07-07-19,male,167,black,6,vanilla,yes,>100K,yes,6,1
8034,07-07-19,female,286,blue,6,vanilla,yes,<100K,yes,6,1
8035,07-07-19,male,193,silver,5,swirl,yes,>100K,yes,5,1
8036,07-07-19,female,182,blue,1,vanilla,yes,<100K,no,7,1
8037,07-07-19,female,398,white,10,vanilla,no,<100K,yes,10,1
8038,07-07-19,female,108,blue,2,no preference,yes,<100K,yes,2,0
8039,07-07-19,female,235,red,2,no preference,no,<100K,yes,4,1
8040,07-07-19,female,352,white,1,swirl,yes,<100K,yes,3,1
8041,07-07-19,female,151,black,8,vanilla,yes,<100K,yes,8,1
8042,07-07-19,female,124,red,5,vanilla,yes,<100K,yes,5,0
8043,07-07-19,female,291,white,3,swirl,yes,<100K,yes,3,1
8044,07-07-19,male,366,red,7,no preference,no,Not Reported,yes,7,1
8045,07-07-19,female,207,black,3,swirl,yes,<100K,yes,3,1
8046,07-07-19,male,221,red,9,vanilla,yes,>100K,yes,9,1
8047,07-07-19,male,252,silver,5,no preference,yes,Not Reported,yes,7,1
8048,07-07-19,male,160,white,1,specialty,yes,Not Reported,no,4,1
8049,07-07-19,female,136,black,7,specialty,yes,<100K,yes,7,1
8050,07-07-19,female,304,silver,5,specialty,yes,<100K,yes,5,1
8051,07-07-19,male,261,red,8,no preference,yes,Not Reported,yes,8,1
8052,07-07-19,female,120,blue,1,chocolate,yes,<100K,yes,1,1
8053,07-07-19,female,167,black,4,chocolate,no,<100K,yes,8,1
8054,07-07-19,male,241,silver,9,vanilla,yes,Not Reported,yes,9,1
8055,07-07-19,female,182,white,3,vanilla,yes,<100K,yes,8,1
8056,07-07-19,female,257,no preference,3,specialty,yes,<100K,no,6,0
8057,07-07-19,female,126,blue,3,specialty,yes,<100K,no,8,1
8058,07-07-19,female,328,no preference,6,specialty,yes,<100K,yes,6,0
8059,07-07-19,female,173,blue,0,no preference,yes,<100K,no,6,0
8060,07-07-19,female,255,red,7,swirl,yes,<100K,yes,7,1
8061,07-07-19,female,167,no preference,2,specialty,yes,<100K,yes,2,0
8062,07-07-19,female,373,blue,7,specialty,yes,<100K,no,7,1
8063,07-07-19,female,339,black,0,chocolate,no,<100K,yes,5,1
8064,07-07-19,female,300,silver,0,swirl,no,<100K,yes,6,1
8065,07-07-19,female,275,silver,7,specialty,no,<100K,yes,8,1
8066,07-07-19,female,166,white,5,no preference,yes,<100K,no,6,0
8067,07-07-19,female,381,white,3,specialty,yes,<100K,yes,5,1
8068,07-07-19,male,240,white,1,vanilla,yes,Not Reported,yes,6,1
8069,07-07-19,female,182,no preference,1,no preference,yes,<100K,no,6,0
8070,07-07-19,male,374,red,7,specialty,yes,Not Reported,yes,8,1
8071,07-07-19,female,204,red,3,swirl,yes,<100K,yes,3,1
8072,07-07-19,female,161,blue,8,specialty,yes,<100K,yes,8,1
8073,07-07-19,female,287,black,2,specialty,no,<100K,yes,6,1
8074,07-07-19,female,167,no preference,7,chocolate,yes,<100K,yes,7,0
8075,07-07-19,male,278,white,9,swirl,yes,>100K,yes,9,1
8076,07-07-19,female,287,red,0,swirl,no,<100K,yes,5,1
8077,07-07-19,female,113,no preference,0,specialty,yes,<100K,yes,1,0
8078,07-07-19,female,343,silver,6,no preference,no,<100K,yes,8,1
8079,07-07-19,male,235,silver,6,specialty,yes,Not Reported,yes,6,1
8080,07-07-19,female,396,white,7,chocolate,yes,<100K,yes,7,1
8081,07-07-19,female,340,silver,2,chocolate,yes,<100K,yes,2,1
8082,07-07-19,female,164,silver,1,specialty,yes,<100K,no,6,0
8083,07-07-19,female,293,white,4,specialty,yes,<100K,yes,4,1
8084,07-07-19,female,395,black,2,no preference,yes,<100K,yes,2,1
8085,07-07-19,female,393,no preference,1,swirl,yes,<100K,no,7,0
8086,07-07-19,female,125,white,9,chocolate,yes,<100K,yes,9,1
8087,07-07-19,male,363,no preference,0,chocolate,yes,>100K,yes,3,1
8088,07-07-19,female,192,white,0,specialty,no,<100K,yes,5,1
8089,07-07-19,female,141,no preference,9,swirl,yes,<100K,yes,9,0
8090,07-07-19,female,183,red,6,specialty,yes,<100K,yes,6,1
8091,07-07-19,female,288,white,6,specialty,yes,<100K,yes,6,1
8092,07-07-19,female,383,blue,5,chocolate,yes,<100K,yes,5,1
8093,07-07-19,female,328,blue,4,no preference,yes,<100K,no,6,1
8094,07-07-19,male,290,red,10,no preference,yes,Not Reported,yes,10,1
8095,07-07-19,female,110,silver,5,no preference,yes,<100K,yes,7,0
8096,07-07-19,male,111,red,4,specialty,yes,Not Reported,no,7,0
8097,07-07-19,male,302,blue,7,specialty,no,Not Reported,yes,7,1
8098,07-07-19,male,376,red,1,specialty,yes,Not Reported,yes,5,1
8099,07-07-19,female,108,black,5,specialty,yes,<100K,yes,5,1
8100,07-07-19,male,394,black,3,no preference,yes,>100K,yes,3,1
8101,07-07-19,female,322,no preference,5,no preference,no,<100K,yes,5,0
8102,07-07-19,male,315,no preference,10,swirl,yes,Not Reported,yes,10,0
8103,07-07-19,female,188,silver,6,swirl,no,<100K,yes,6,1
8104,07-07-19,female,182,red,8,no preference,no,<100K,yes,8,0
8105,07-07-19,male,161,blue,7,no preference,no,Not Reported,yes,8,0
8106,07-07-19,female,389,no preference,7,no preference,no,<100K,yes,7,0
8107,07-07-19,male,188,black,1,swirl,yes,Not Reported,no,5,0
8108,07-07-19,female,181,black,9,chocolate,yes,<100K,yes,9,1
8109,07-07-19,female,109,black,10,swirl,no,<100K,yes,10,1
8110,07-07-19,female,319,no preference,8,swirl,yes,<100K,yes,8,0
8111,07-07-19,female,171,black,6,vanilla,yes,<100K,no,6,0
8112,07-07-19,female,279,red,2,swirl,yes,<100K,yes,4,1
8113,07-07-19,female,236,silver,9,no preference,yes,<100K,yes,9,1
8114,07-07-19,female,178,silver,6,vanilla,yes,<100K,yes,6,0
8115,07-07-19,female,386,red,3,no preference,yes,<100K,no,4,1
8116,07-07-19,male,346,silver,4,chocolate,yes,>100K,yes,4,1
8117,07-07-19,female,377,silver,1,chocolate,yes,<100K,yes,3,1
8118,07-07-19,female,186,no preference,10,vanilla,no,<100K,yes,10,0
8119,07-07-19,female,225,red,5,vanilla,no,<100K,yes,5,1
8120,07-07-19,male,324,black,1,swirl,no,Not Reported,yes,4,1
8121,07-07-19,male,162,blue,6,swirl,yes,Not Reported,no,7,1
8122,07-07-19,female,386,red,2,specialty,yes,<100K,no,5,1
8123,07-07-19,female,383,red,8,swirl,yes,<100K,yes,8,1
8124,07-07-19,female,276,silver,5,vanilla,no,<100K,yes,6,1
8125,07-07-19,female,267,no preference,8,specialty,no,<100K,yes,8,0
8126,07-07-19,female,144,black,10,chocolate,no,<100K,yes,10,1
8127,07-07-19,female,220,blue,0,swirl,yes,<100K,yes,7,1
8128,07-07-19,female,127,red,8,no preference,yes,<100K,no,8,1
8129,07-07-19,male,110,white,1,no preference,yes,Not Reported,no,5,0
8130,07-07-19,female,203,black,7,no preference,yes,<100K,no,8,1
8131,07-07-19,female,399,black,3,specialty,yes,<100K,yes,3,1
8132,07-07-19,female,166,white,2,no preference,no,<100K,yes,8,0
8133,07-07-19,female,181,blue,10,specialty,yes,<100K,yes,10,1
8134,07-07-19,female,359,silver,9,vanilla,yes,<100K,yes,9,1
8135,07-07-19,female,398,blue,6,chocolate,yes,<100K,yes,8,1
8136,07-07-19,male,363,blue,2,chocolate,yes,Not Reported,yes,4,1
8137,07-07-19,female,360,silver,8,vanilla,yes,<100K,no,8,1
8138,07-07-19,female,276,no preference,5,chocolate,yes,<100K,yes,5,0
8139,07-07-19,female,257,red,4,chocolate,yes,<100K,yes,8,1
8140,07-07-19,female,399,black,3,swirl,yes,<100K,yes,3,1
8141,07-07-19,female,391,no preference,3,vanilla,yes,<100K,yes,3,0
8142,07-07-19,female,283,red,2,swirl,yes,<100K,yes,4,1
8143,07-07-19,male,186,red,4,specialty,yes,>100K,yes,4,1
8144,07-07-19,male,170,blue,8,vanilla,yes,>100K,yes,8,1
8145,07-07-19,male,112,blue,4,specialty,yes,>100K,yes,4,1
8146,07-07-19,female,268,no preference,9,chocolate,yes,<100K,yes,9,0
8147,07-07-19,female,253,silver,10,vanilla,yes,<100K,no,10,1
8148,07-07-19,female,269,no preference,0,chocolate,no,<100K,yes,6,0
8149,07-07-19,female,209,blue,2,swirl,yes,<100K,yes,5,1
8150,07-07-19,female,258,no preference,2,no preference,yes,<100K,no,8,0
8151,07-07-19,female,198,black,4,specialty,yes,<100K,no,6,0
8152,07-07-19,female,269,no preference,5,chocolate,yes,<100K,no,8,0
8153,07-07-19,female,144,silver,9,specialty,yes,<100K,yes,9,1
8154,07-07-19,female,303,silver,10,specialty,no,<100K,yes,10,1
8155,07-07-19,male,379,black,5,swirl,yes,>100K,yes,5,1
8156,07-07-19,female,278,black,7,chocolate,yes,<100K,no,7,1
8157,07-07-19,male,177,black,9,specialty,yes,Not Reported,yes,9,1
8158,07-07-19,female,353,white,5,specialty,yes,<100K,yes,8,1
8159,07-07-19,male,149,black,1,swirl,yes,>100K,yes,1,1
8160,07-07-19,male,203,black,5,vanilla,yes,>100K,yes,5,1
8161,07-07-19,female,114,no preference,7,chocolate,no,<100K,yes,8,0
8162,07-07-19,female,123,blue,4,chocolate,yes,<100K,yes,5,1
8163,07-07-19,female,119,red,5,no preference,yes,<100K,yes,8,0
8164,07-07-19,male,316,red,10,swirl,yes,>100K,yes,10,1
8165,07-07-19,female,331,blue,6,vanilla,yes,<100K,yes,6,1
8166,07-07-19,female,340,no preference,1,specialty,no,<100K,yes,5,0
8167,07-07-19,male,337,silver,0,specialty,no,Not Reported,yes,8,1
8168,07-07-19,male,389,white,3,swirl,yes,Not Reported,yes,7,1
8169,07-07-19,female,195,silver,5,swirl,yes,<100K,no,5,0
8170,07-07-19,male,218,blue,3,swirl,yes,>100K,yes,3,1
8171,07-07-19,female,168,blue,5,vanilla,yes,<100K,yes,5,1
8172,07-07-19,female,127,black,6,vanilla,yes,<100K,yes,6,1
8173,07-07-19,female,400,no preference,8,vanilla,yes,<100K,yes,8,0
8174,07-07-19,female,188,black,7,vanilla,yes,<100K,yes,7,1
8175,07-07-19,female,359,silver,10,specialty,no,<100K,yes,10,1
8176,07-07-19,female,299,black,4,specialty,yes,<100K,yes,4,1
8177,07-07-19,male,362,no preference,2,no preference,yes,>100K,yes,2,1
8178,07-07-19,male,200,silver,2,specialty,yes,>100K,yes,2,0
8179,07-07-19,female,250,red,9,chocolate,no,<100K,yes,9,1
8180,07-07-19,male,387,silver,6,chocolate,yes,>100K,yes,6,1
8181,07-07-19,female,185,red,7,no preference,no,<100K,yes,7,0
8182,07-07-19,female,264,black,6,vanilla,yes,<100K,yes,6,1
8183,07-07-19,male,399,silver,8,chocolate,no,Not Reported,yes,8,1
8184,07-07-19,female,162,red,4,vanilla,no,<100K,yes,8,1
8185,07-07-19,male,235,red,0,no preference,yes,Not Reported,no,5,1
8186,07-07-19,male,334,silver,1,no preference,yes,>100K,yes,1,1
8187,07-07-19,male,362,silver,9,vanilla,yes,>100K,yes,9,1
8188,07-07-19,female,394,no preference,2,no preference,no,<100K,yes,7,0
8189,07-07-19,male,225,black,0,swirl,yes,Not Reported,no,4,1
8190,07-07-19,female,318,no preference,9,chocolate,no,<100K,yes,9,0
8191,07-07-19,female,277,blue,1,swirl,yes,<100K,yes,1,1
8192,07-07-19,male,130,red,10,specialty,yes,>100K,yes,10,1
8193,07-07-19,female,273,white,5,specialty,yes,<100K,yes,5,1
8194,07-07-19,male,368,silver,4,no preference,yes,>100K,yes,4,1
8195,07-07-19,female,244,white,8,no preference,yes,<100K,yes,8,1
8196,07-07-19,female,169,red,0,specialty,no,<100K,yes,7,1
8197,07-07-19,female,181,silver,9,vanilla,yes,<100K,yes,9,1
8198,07-07-19,female,235,white,10,no preference,yes,<100K,yes,10,1
8199,07-07-19,male,151,no preference,0,chocolate,yes,Not Reported,no,8,0
