Location,Year,FuelType,Transmission,Owner,Efficiency,Engine_cc,Seats,Km,Price
Delhi,2012,Gasoline,Automatic,First,13.6,1598,4,"18,000","$30,886 "
Delhi,2017,Diesel,Automatic,First,11.4,2755,8,"18,000","$25,621 "
Ahmedabad,2014,Gasoline,Manual,Second,25.4,624,4,"18,000","$1,404 "
Mumbai,2017,Gasoline,Automatic,First,19,1199,5,"17,978","$9,757 "
Mumbai,2014,Gasoline,Manual,First,17,1197,5,"17,858","$7,469 "
Hyderabad,2018,Diesel,Manual,First,27.4,1248,5,"17,810","$11,933 "
Kochi,2018,Diesel,Manual,Second,28.1,1248,5,"17,804","$11,189 "
Bangalore,2016,Gasoline,Automatic,Second,21.9,624,4,"17,800","$3,341 "
Kochi,2018,Gasoline,Automatic,First,13.7,1991,5,"17,773","$37,568 "
Coimbatore,2016,Diesel,Automatic,First,15.3,2993,5,"17,738","$76,443 "
Hyderabad,2013,Gasoline,Manual,First,21.1,814,5,"17,729","$5,124 "
Coimbatore,2019,Gasoline,Manual,First,21.4,1197,5,"17,705","$12,214 "
Kochi,2017,Gasoline,Manual,First,15.3,1591,5,"17,702","$16,763 "
Coimbatore,2018,Gasoline,Manual,First,15.8,1591,5,"17,665","$16,538 "
Kochi,2016,Diesel,Automatic,First,12.9,2993,5,"17,652","$82,451 "
Pune,2018,Gasoline,Automatic,First,19.2,2494,5,"17,585","$44,925 "
Delhi,2014,Gasoline,Manual,First,16,1373,7,"17,585","$8,915 "
Coimbatore,2016,Gasoline,Manual,First,18.6,1197,5,"17,560","$10,122 "
Kochi,2017,Gasoline,Automatic,First,18.9,1197,5,"17,489","$8,409 "
Coimbatore,2018,Gasoline,Manual,First,17,1198,5,"17,477","$13,506 "
Bangalore,2017,Gasoline,Automatic,First,12.1,2979,5,"17,465","$130,563 "
Delhi,2017,Gasoline,Manual,First,18.6,1197,5,"17,431","$8,423 "
Hyderabad,2017,Diesel,Manual,First,24.5,1248,7,"17,400","$13,688 "
Kolkata,2014,Gasoline,Manual,First,20.5,998,5,"17,400","$4,352 "
Chennai,2016,Gasoline,Manual,First,18.7,1199,5,"17,377","$8,283 "
Kochi,2018,Gasoline,Manual,First,17,1198,5,"17,370","$8,199 "
Mumbai,2016,Gasoline,Manual,First,18,1198,5,"17,362","$7,932 "
Kochi,2019,Diesel,Automatic,First,15.8,2148,5,"17,320","$53,334 "
Coimbatore,2019,Diesel,Automatic,First,12.5,2179,7,"17,201","$82,704 "
Hyderabad,2017,Diesel,Manual,First,27.3,1498,5,"17,151","$11,793 "
Ahmedabad,2017,Gasoline,Manual,First,18.9,1197,5,"17,125","$7,581 "
Kolkata,2010,Gasoline,Manual,First,18.6,1199,5,"17,088","$2,050 "
Mumbai,2013,Gasoline,Manual,First,19.4,1198,5,"17,003","$4,422 "
Kolkata,2018,Diesel,Manual,First,26.1,1498,5,"17,000","$7,932 "
Pune,2014,Gasoline,Manual,First,24.1,998,5,"17,000","$2,948 "
Hyderabad,2017,Gasoline,Manual,First,23.1,998,5,"17,000","$6,879 "
Kolkata,2017,Gasoline,Automatic,First,22.5,998,5,"17,000","$5,545 "
Delhi,2016,Gasoline,Manual,First,21.4,1197,5,"17,000","$9,687 "
Delhi,2017,Gasoline,Manual,First,20.7,1373,5,"17,000","$10,740 "
Pune,2018,Gasoline,Automatic,First,19.2,2494,5,"17,000","$44,925 "
Mumbai,2018,Gasoline,Manual,First,18.6,1197,5,"17,000","$9,125 "
Mumbai,2017,Gasoline,Automatic,First,18,1497,5,"17,000","$16,285 "
Pune,2018,Gasoline,Manual,First,17,1497,5,"17,000","$12,916 "
Mumbai,2017,Gasoline,Automatic,First,16,1497,7,"17,000","$13,337 "
Mumbai,2016,Gasoline,Automatic,First,15.5,1595,5,"17,000","$24,217 "
Kolkata,2008,Diesel,Automatic,First,15.2,1968,5,"17,000","$13,688 "
Kolkata,2014,Gasoline,Manual,First,15,1598,5,"17,000","$5,967 "
Hyderabad,2011,LPG,Manual,First,13.5,1086,5,"17,000","$4,352 "
Chennai,2017,Diesel,Automatic,First,10.9,3198,7,"17,000","$43,521 "
Delhi,2016,Gasoline,Manual,Second,17.8,1497,5,"17,000","$11,582 "
Chennai,2012,Gasoline,Automatic,Second,16.8,1998,4,"17,000","$30,886 "
Kolkata,2016,Gasoline,Manual,First,22.5,998,5,"16,956","$5,054 "
Mumbai,2017,Gasoline,Manual,First,21.1,998,5,"16,900","$9,813 "
Kochi,2015,Gasoline,Manual,First,20.4,1197,5,"16,900","$5,433 "
Bangalore,2015,Diesel,Automatic,First,14.7,2993,5,"16,900","$61,772 "
Coimbatore,2019,Gasoline,Manual,First,20.9,1197,5,"16,862","$8,508 "
Hyderabad,2014,Gasoline,Manual,First,25.4,624,4,"16,810","$2,246 "
Coimbatore,2016,Gasoline,Manual,First,18.6,1197,5,"16,725","$9,533 "
Coimbatore,2019,Gasoline,Manual,First,23.8,1199,5,"16,698","$8,213 "
Mumbai,2016,Gasoline,Manual,First,17,1198,5,"16,650","$7,721 "
Delhi,2015,Diesel,Manual,First,22.7,1598,5,"16,607","$10,740 "
Coimbatore,2019,Gasoline,Manual,First,17.8,1198,5,"16,573","$13,070 "
Kochi,2017,Gasoline,Manual,First,25.2,799,5,"16,542","$4,633 "
Mumbai,2014,Gasoline,Manual,First,18.9,1197,5,"16,514","$5,265 "
Mumbai,2017,Gasoline,Automatic,First,16,1497,7,"16,503","$13,337 "
Hyderabad,2017,Gasoline,Manual,First,23.8,1199,5,"16,500","$7,020 "
Bangalore,2017,Diesel,Automatic,First,17.9,2143,5,"16,500","$47,733 "
Delhi,2017,Diesel,Automatic,First,22.5,1995,5,"16,485","$60,017 "
Bangalore,2016,Gasoline,Manual,Second,14.3,1798,5,"16,471","$16,145 "
Coimbatore,2019,Diesel,Manual,First,16.6,2498,6,"16,392","$14,544 "
Mumbai,2015,Diesel,Automatic,First,19.3,2143,5,"16,329","$42,538 "
Ahmedabad,2017,Diesel,Manual,First,24.7,1047,5,"16,235","$7,721 "
Kochi,2016,Diesel,Manual,First,22.3,1582,5,"16,159","$10,993 "
Mumbai,2017,Gasoline,Automatic,First,17.1,1591,5,"16,100","$16,285 "
Pune,2018,Diesel,Manual,First,17.1,1956,5,"16,039","$25,972 "
Mumbai,2016,Gasoline,Manual,First,25.2,799,5,"16,000","$4,198 "
Chennai,2016,Gasoline,Manual,First,21.4,1197,5,"16,000","$9,757 "
Chennai,2015,Gasoline,Manual,First,19.4,1198,5,"16,000","$6,107 "
Bangalore,2016,Gasoline,Manual,First,18.9,1197,5,"16,000","$8,072 "
Mumbai,2017,Gasoline,Automatic,First,17,1499,5,"16,000","$8,353 "
Mumbai,2016,Gasoline,Manual,First,17,1198,5,"16,000","$7,581 "
Delhi,2012,Diesel,Automatic,First,16.4,2179,5,"16,000","$44,925 "
Bangalore,2016,Diesel,Automatic,First,14.7,2993,5,"16,000","$67,387 "
Delhi,2016,Diesel,Automatic,First,11.3,2987,7,"16,000","$78,619 "
Coimbatore,2018,Gasoline,Manual,First,18.6,1197,5,"15,985","$10,908 "
Kochi,2018,Gasoline,Manual,First,20.7,1373,5,"15,982","$13,983 "
Coimbatore,2019,Diesel,Automatic,First,17.9,2143,5,"15,976","$51,607 "
Jaipur,2018,Gasoline,Manual,First,18.2,1198,6,"15,900","$8,774 "
Coimbatore,2017,Gasoline,Manual,First,15.3,1591,5,"15,731","$17,535 "
Mumbai,2011,Gasoline,Manual,First,19.8,1086,5,"15,590","$3,159 "
Mumbai,2017,Gasoline,Manual,First,21.4,1197,5,"15,544","$7,932 "
Mumbai,2012,Gasoline,Manual,First,17.5,1298,5,"15,500","$5,265 "
Coimbatore,2017,Gasoline,Manual,First,16.8,796,5,"15,473","$5,026 "
Kochi,2011,Gasoline,Manual,First,22.5,998,5,"15,466","$4,717 "
Coimbatore,2019,Diesel,Automatic,First,20.7,1995,5,"15,456","$51,439 "
Mumbai,2016,Gasoline,Manual,First,18.7,1199,5,"15,399","$8,985 "
Chennai,2016,Diesel,Manual,First,25.8,1498,5,"15,388","$10,529 "
Kochi,2017,Gasoline,Manual,First,23.8,1199,5,"15,386","$7,174 "
Coimbatore,2019,Gasoline,Automatic,First,23.8,1199,5,"15,379","$9,785 "
Pune,2017,Gasoline,Manual,First,18.9,1197,5,"15,356","$6,669 "
Kochi,2018,Gasoline,Manual,First,21.1,814,5,"15,334","$5,180 "
Kolkata,2015,Gasoline,Manual,First,18.9,1197,5,"15,305","$5,265 "
Hyderabad,2017,Gasoline,Automatic,First,19.1,1373,5,"15,234","$13,969 "
Mumbai,2012,Diesel,Automatic,First,15.1,1995,5,"15,200","$18,953 "
Pune,2013,Gasoline,Automatic,Second,17,1197,5,"15,200","$5,405 "
Kochi,2018,Gasoline,Manual,First,17.5,1199,5,"15,135","$13,042 "
Kochi,2017,Gasoline,Manual,First,21.4,1197,5,"15,134","$8,943 "
Kolkata,2017,Diesel,Manual,First,16.3,1956,5,"15,050","$24,568 "
Kochi,2017,Gasoline,Manual,First,19.1,1197,5,"15,029","$8,494 "
Kolkata,2016,Gasoline,Manual,First,22.7,799,5,"15,000","$3,159 "
Delhi,2017,Gasoline,Manual,First,21.7,999,5,"15,000","$5,967 "
Delhi,2015,Diesel,Automatic,First,19.3,2143,5,"15,000","$40,011 "
Chennai,2015,Gasoline,Automatic,First,18.9,1197,5,"15,000","$7,721 "
Mumbai,2016,Gasoline,Automatic,First,18.9,1197,5,"15,000","$7,511 "
Chennai,2015,Gasoline,Manual,First,18.9,1197,5,"15,000","$6,879 "
Mumbai,2017,Gasoline,Manual,First,18.9,999,5,"15,000","$11,231 "
Mumbai,2012,Gasoline,Manual,First,18.6,1197,5,"15,000","$5,124 "
Mumbai,2017,Gasoline,Automatic,First,18,1497,5,"15,000","$17,816 "
Hyderabad,2017,Gasoline,Manual,First,17.5,1199,5,"15,000","$12,495 "
Mumbai,2016,Gasoline,Automatic,First,16.8,1998,4,"15,000","$49,137 "
Jaipur,2015,Gasoline,Manual,First,16.8,796,8,"15,000","$3,299 "
Mumbai,2014,Gasoline,Manual,First,16.5,1198,5,"15,000","$5,475 "
Chennai,2017,Diesel,Automatic,First,16,2993,5,"15,000","$98,273 "
Kolkata,2014,Gasoline,Manual,First,13.7,1399,8,"15,000","$5,265 "
Mumbai,2017,Diesel,Automatic,First,13,2987,5,"15,000","$97,571 "
Ahmedabad,2017,Diesel,Automatic,First,12.9,2755,7,"15,000","$42,117 "
Hyderabad,2018,Diesel,Automatic,First,10.9,3198,7,"15,000","$46,329 "
Mumbai,2017,Gasoline,Manual,Second,16.1,1598,5,"15,000","$9,968 "
Chennai,2016,Diesel,Manual,First,27.3,1498,5,"14,980","$10,389 "
Kochi,2018,Gasoline,Manual,First,18.6,1197,5,"14,960","$8,802 "
Pune,2016,Gasoline,Manual,First,21.4,1197,5,"14,930","$8,213 "
Coimbatore,2015,Gasoline,Manual,First,18.5,1197,5,"14,925","$7,539 "
Hyderabad,2017,Gasoline,Automatic,First,21.4,1197,5,"14,900","$12,074 "
Kochi,2019,Diesel,Automatic,First,20.7,1496,5,"14,857","$44,293 "
Coimbatore,2016,Gasoline,Manual,First,19.4,1198,5,"14,821","$7,539 "
Kochi,2012,Gasoline,Manual,Second,19.7,796,5,"14,814","$3,468 "
Kolkata,2012,Gasoline,Manual,First,17,1591,5,"14,800","$6,177 "
Pune,2017,Gasoline,Manual,First,17,1198,5,"14,800","$7,693 "
Coimbatore,2014,Gasoline,Manual,First,21.1,814,5,"14,799","$5,812 "
Jaipur,2017,Gasoline,Manual,First,18.9,1197,5,"14,700","$7,862 "
Coimbatore,2016,Diesel,Manual,First,24.4,1120,5,"14,656","$9,813 "
Coimbatore,2019,Diesel,Manual,First,12.6,2198,7,"14,648","$38,411 "
Coimbatore,2017,Gasoline,Manual,First,18.6,1197,5,"14,618","$11,386 "
Kolkata,2017,Diesel,Manual,First,16,2179,7,"14,600","$20,357 "
Kochi,2018,Gasoline,Manual,First,16.1,1298,5,"14,589","$7,932 "
Kochi,2017,Gasoline,Manual,First,17,1198,5,"14,576","$9,392 "
Mumbai,2016,Gasoline,Automatic,First,14.7,1798,5,"14,500","$29,131 "
Mumbai,2017,Diesel,Automatic,First,19.7,2143,5,"14,470","$54,050 "
Coimbatore,2016,Diesel,Automatic,First,18.9,1995,5,"14,351","$49,909 "
Kochi,2019,Gasoline,Manual,First,21.1,814,5,"14,322","$5,939 "
Kochi,2019,Gasoline,Automatic,First,13.3,2995,5,"14,298","$2,836 "
Kochi,2014,Gasoline,Automatic,First,9.9,1984,2,"14,262","$38,397 "
Coimbatore,2019,Diesel,Automatic,First,17.6,2179,7,"14,233","$25,060 "
Kochi,2018,Gasoline,Manual,First,18.6,1197,5,"14,223","$10,277 "
Kochi,2019,Diesel,Automatic,First,11.4,2755,7,"14,165","$27,573 "
Coimbatore,2017,Gasoline,Manual,First,23.9,624,4,"14,149","$4,872 "
Coimbatore,2016,Gasoline,Manual,First,21.1,814,5,"14,077","$5,545 "
Kochi,2019,Diesel,Automatic,First,11.4,2755,7,"14,076","$27,236 "
Kochi,2017,Gasoline,Manual,First,18.6,1197,5,"14,064","$9,252 "
Hyderabad,2017,Diesel,Manual,First,21.9,1396,5,"14,061","$10,389 "
Mumbai,2017,Gasoline,Manual,First,18.6,1197,5,"14,001","$8,072 "
Mumbai,2015,Diesel,Manual,First,28.4,1248,5,"14,000","$7,370 "
Kolkata,2017,Diesel,Manual,First,26.6,1248,5,"14,000","$10,529 "
Mumbai,2018,Diesel,Manual,First,25.5,1248,7,"14,000","$12,986 "
Kolkata,2017,Diesel,Manual,First,24,1120,5,"14,000","$6,458 "
Kolkata,2017,Diesel,Manual,First,24,1186,5,"14,000","$6,879 "
Chennai,2018,Gasoline,Automatic,First,22.5,999,5,"14,000","$6,318 "
Mumbai,2018,Diesel,Manual,First,21.5,1497,5,"14,000","$13,899 "
Kolkata,2015,Gasoline,Manual,First,18.9,998,5,"14,000","$3,931 "
Jaipur,2015,Gasoline,Manual,First,18.9,1197,5,"14,000","$6,458 "
Mumbai,2017,Gasoline,Manual,First,18.6,1197,5,"14,000","$8,353 "
Hyderabad,2017,Diesel,Automatic,First,18.3,1968,5,"14,000","$60,368 "
Kolkata,2014,Gasoline,Manual,First,18.2,1199,5,"14,000","$4,212 "
Bangalore,2015,Diesel,Automatic,First,18.1,1995,5,"14,000","$49,137 "
Hyderabad,2016,Gasoline,Automatic,First,18,1497,5,"14,000","$16,145 "
Kolkata,2018,Diesel,Automatic,First,17.6,1582,5,"14,000","$15,794 "
Ahmedabad,2018,Gasoline,Manual,First,17.4,1497,5,"14,000","$15,794 "
Pune,2017,Gasoline,Automatic,First,14.8,1497,5,"14,000","$14,025 "
Hyderabad,2018,Diesel,Automatic,First,12.6,2198,7,"14,000","$44,911 "
Mumbai,2011,Gasoline,Manual,Second,17.5,1197,5,"14,000","$4,492 "
Coimbatore,2019,Gasoline,Manual,First,18.9,1197,5,"13,916","$9,041 "
Kochi,2019,Gasoline,Manual,First,17.5,1199,5,"13,913","$11,512 "
Chennai,2018,Gasoline,Manual,First,18.9,1499,5,"13,900","$13,337 "
Pune,2015,Gasoline,Manual,Second,16.1,1197,5,"13,769","$6,191 "
Kochi,2019,Gasoline,Automatic,First,14.7,1798,5,"13,747","$38,327 "
Mumbai,2014,Gasoline,Manual,First,16.2,1199,5,"13,710","$6,669 "
Coimbatore,2017,Diesel,Automatic,First,17.9,2143,5,"13,689","$39,660 "
Kochi,2015,Diesel,Automatic,First,17.1,1968,5,"13,648","$30,086 "
Kochi,2019,Gasoline,Automatic,First,21.4,1197,5,"13,574","$13,351 "
Kochi,2015,Diesel,Automatic,First,18.3,1968,5,"13,506","$30,409 "
Chennai,2016,Gasoline,Manual,First,18.2,1198,6,"13,500","$5,265 "
Ahmedabad,2015,Diesel,Automatic,First,17.9,2143,5,"13,500","$35,814 "
Kochi,2017,Gasoline,Manual,First,18.6,1197,5,"13,460","$12,509 "
Delhi,2016,Gasoline,Manual,First,18.6,1197,5,"13,460","$9,055 "
Kochi,2013,Diesel,Automatic,First,12.8,1968,5,"13,452","$35,743 "
Pune,2016,Gasoline,Manual,Second,18.9,1197,5,"13,436","$6,598 "
Kochi,2016,Diesel,Automatic,First,16.4,2179,5,"13,418","$47,213 "
Kochi,2019,Diesel,Automatic,First,17.9,2143,5,"13,414","$43,198 "
Mumbai,2017,Gasoline,Automatic,First,14.3,1598,5,"13,412","$12,902 "
Kolkata,2017,Gasoline,Automatic,First,19,2996,2,"13,372","$75,811 "
Delhi,2017,Diesel,Manual,First,16,1997,7,"13,363","$16,847 "
Mumbai,2014,Gasoline,Manual,First,16,1373,7,"13,361","$9,547 "
Mumbai,2016,Gasoline,Manual,First,24.1,998,5,"13,198","$4,422 "
Kochi,2018,Gasoline,Manual,First,21.1,814,5,"13,102","$5,700 "
Kochi,2019,Diesel,Manual,First,18.1,2523,7,"13,024","$12,790 "
Delhi,2015,Gasoline,Manual,First,20.5,998,5,"13,008","$4,914 "
Kolkata,2005,Gasoline,Automatic,First,9.3,2771,5,"13,002","$4,563 "
Ahmedabad,2018,Diesel,Manual,First,23,1498,5,"13,000","$15,303 "
Mumbai,2018,Diesel,Manual,First,22.1,1396,5,"13,000","$14,741 "
Hyderabad,2017,Gasoline,Automatic,First,22,1197,5,"13,000","$11,933 "
Delhi,2018,Gasoline,Manual,First,21.4,1197,5,"13,000","$9,266 "
Kolkata,2017,Gasoline,Manual,First,20.4,1197,5,"13,000","$6,528 "
Mumbai,2017,Gasoline,Manual,First,18.9,1197,5,"13,000","$7,230 "
Chennai,2017,Diesel,Automatic,First,17,1582,5,"13,000","$20,357 "
Ahmedabad,2015,Diesel,Automatic,First,16.6,1968,5,"13,000","$32,290 "
Mumbai,2016,Gasoline,Automatic,First,13,1999,5,"13,000","$24,919 "
Kolkata,2005,Gasoline,Automatic,First,9.3,2771,5,"13,000","$4,563 "
Delhi,2018,Diesel,Manual,First,25.1,1248,5,"12,923","$12,523 "
Coimbatore,2018,Gasoline,Automatic,First,21.4,1197,5,"12,831","$13,885 "
Kolkata,2016,Gasoline,Manual,First,19.4,1198,7,"12,800","$4,563 "
Kochi,2019,Gasoline,Manual,First,18.6,1197,5,"12,800","$10,768 "
Coimbatore,2018,Gasoline,Automatic,First,19,1199,5,"12,794","$12,846 "
Kochi,2019,Gasoline,Automatic,First,17,1591,5,"12,645","$16,145 "
Pune,2012,Gasoline,Manual,First,20.9,998,5,"12,600","$3,369 "
Mumbai,2016,Gasoline,Manual,First,21.4,1197,5,"12,573","$8,143 "
Hyderabad,2017,Gasoline,Automatic,First,18,1497,5,"12,538","$17,549 "
Kolkata,2016,Gasoline,Manual,First,20.5,998,5,"12,501","$4,914 "
Jaipur,2016,Gasoline,Manual,First,25.2,799,5,"12,500","$4,212 "
Jaipur,2016,Gasoline,Manual,First,25.2,799,5,"12,500","$3,861 "
Jaipur,2014,Gasoline,Manual,First,19.1,1197,5,"12,500","$5,826 "
Kochi,2013,Diesel,Automatic,First,12.8,1968,5,"12,467","$35,996 "
Mumbai,2014,Diesel,Manual,First,21.9,1396,5,"12,400","$6,528 "
Kochi,2019,Gasoline,Manual,First,17,1591,5,"12,336","$16,678 "
Kochi,2018,Gasoline,Automatic,First,23.1,998,5,"12,278","$7,904 "
Delhi,2017,Gasoline,Manual,First,18.9,1197,5,"12,248","$6,879 "
Mumbai,2016,Gasoline,Manual,First,21.4,1197,5,"12,208","$9,476 "
Coimbatore,2019,Gasoline,Automatic,First,18.9,1197,5,"12,153","$9,603 "
Delhi,2013,Gasoline,Automatic,First,9.9,1984,2,"12,100","$41,415 "
Kochi,2019,Gasoline,Manual,First,20.9,1197,5,"12,076","$7,721 "
Hyderabad,2018,Diesel,Manual,First,27.4,1498,5,"12,000","$11,933 "
Mumbai,2017,Gasoline,Manual,First,24.1,998,5,"12,000","$4,563 "
Pune,2018,Diesel,Manual,First,23.4,1248,5,"12,000","$7,721 "
Bangalore,2017,Gasoline,Manual,First,22.7,799,5,"12,000","$4,352 "
Chennai,2017,Diesel,Manual,First,22.5,1396,5,"12,000","$10,248 "
Mumbai,2010,Gasoline,Manual,First,22.5,998,5,"12,000","$3,440 "
Mumbai,2016,Gasoline,Manual,First,21.4,1197,5,"12,000","$8,564 "
Jaipur,2017,Gasoline,Manual,First,21.1,814,5,"12,000","$4,914 "
Mumbai,2015,Gasoline,Automatic,First,19,1199,5,"12,000","$8,423 "
Hyderabad,2017,Gasoline,Manual,First,18.6,1197,5,"12,000","$10,880 "
Mumbai,2016,Gasoline,Manual,First,18.5,1197,5,"12,000","$5,124 "
Mumbai,2015,Gasoline,Manual,First,17.2,1197,5,"12,000","$8,143 "
Mumbai,2017,Gasoline,Manual,First,17,1198,5,"12,000","$7,581 "
Kolkata,2015,Gasoline,Manual,First,16.8,1496,5,"12,000","$6,318 "
Pune,2017,Gasoline,Manual,First,16.1,1197,5,"12,000","$7,721 "
Delhi,2015,Gasoline,Manual,First,14.5,1798,5,"12,000","$15,443 "
Hyderabad,2018,Diesel,Automatic,First,13.5,2477,7,"12,000","$39,309 "
Mumbai,2014,Gasoline,Manual,First,13.4,2359,5,"12,000","$17,900 "
Delhi,2018,Diesel,Automatic,First,10.9,3198,7,"12,000","$47,031 "
Delhi,2016,Diesel,Automatic,First,10.5,2993,4,"12,000","$110,908 "
Ahmedabad,2017,Gasoline,Automatic,Second,24,999,5,"12,000","$4,563 "
Chennai,2016,Gasoline,Automatic,Second,23.1,998,5,"12,000","$5,967 "
Jaipur,2004,Gasoline,Manual,Second,16.1,796,4,"12,000",$632 
Kochi,2018,Gasoline,Manual,First,16.8,1497,5,"11,966","$14,432 "
Mumbai,2015,Diesel,Automatic,First,13.2,2967,5,"11,964","$46,259 "
Mumbai,2014,Gasoline,Automatic,First,16.8,1998,4,"11,900","$40,011 "
Coimbatore,2019,Diesel,Automatic,First,13.5,2477,6,"11,827","$38,060 "
Mumbai,2013,Gasoline,Manual,First,16.8,796,8,"11,734","$3,159 "
Kochi,2018,Gasoline,Manual,First,17.4,1497,5,"11,732","$14,137 "
Hyderabad,2018,Gasoline,Manual,First,18.6,1197,5,"11,691","$12,495 "
Kolkata,2016,Gasoline,Manual,First,21.1,814,5,"11,583","$3,861 "
Kochi,2019,Gasoline,Manual,First,16.8,796,8,"11,571","$5,335 "
Coimbatore,2016,Diesel,Manual,First,19.7,1582,5,"11,554","$20,006 "
Delhi,2018,Diesel,Automatic,First,28.4,1248,5,"11,500","$10,529 "
Kochi,2018,Diesel,Automatic,First,12.1,2967,7,"11,287","$98,779 "
Coimbatore,2019,Diesel,Manual,First,13.7,2393,8,"11,241","$31,658 "
Kochi,2019,Diesel,Automatic,First,12.6,2198,7,"11,209","$43,732 "
Hyderabad,2017,Diesel,Automatic,First,19.3,2143,5,"11,200","$52,646 "
Kolkata,2015,Gasoline,Manual,First,22.7,796,5,"11,110","$3,299 "
Chennai,2018,Diesel,Manual,First,28.4,1248,5,"11,000","$11,231 "
Mumbai,2018,Gasoline,Manual,First,24.7,796,5,"11,000","$4,703 "
Hyderabad,2018,Diesel,Manual,First,24.3,1248,5,"11,000","$13,197 "
Mumbai,2016,Diesel,Automatic,First,20.7,1496,5,"11,000","$41,415 "
Ahmedabad,2013,Gasoline,Manual,First,19.4,1198,5,"11,000","$5,475 "
Chennai,2017,Gasoline,Manual,First,18.7,1199,5,"11,000","$9,476 "
Kolkata,2018,Gasoline,Manual,First,18.6,1197,5,"11,000","$8,915 "
Chennai,2016,Gasoline,Manual,First,18.6,1197,5,"11,000","$11,161 "
Mumbai,2016,Gasoline,Manual,First,18.5,1197,5,"11,000","$5,545 "
Mumbai,2017,Gasoline,Manual,First,17.4,1497,5,"11,000","$11,933 "
Chennai,2016,Diesel,Automatic,First,17.1,1968,5,"11,000","$39,309 "
Mumbai,2014,Gasoline,Manual,First,17,1591,5,"11,000","$8,564 "
Mumbai,2014,Gasoline,Manual,First,17,1591,5,"11,000","$8,353 "
Kolkata,2012,Gasoline,Manual,First,16.2,995,5,"11,000","$1,965 "
Mumbai,2018,Diesel,Automatic,First,16.1,1950,5,"11,000","$79,321 "
Pune,2015,Gasoline,Automatic,First,15.5,1595,5,"11,000","$22,462 "
Bangalore,2011,Gasoline,Manual,Third,18.9,796,5,"11,000","$4,071 "
Mumbai,2016,Gasoline,Manual,First,18.9,1197,5,"10,770","$6,669 "
Coimbatore,2018,Diesel,Automatic,First,19.3,2143,5,"10,714","$55,468 "
Kochi,2018,Gasoline,Manual,First,20.9,1197,5,"10,671","$9,139 "
Kochi,2019,Diesel,Automatic,First,11.4,2755,7,"10,601","$27,587 "
Mumbai,2018,CNG,Manual,First,33.4,796,4,"10,600","$4,914 "
Kochi,2018,Gasoline,Manual,First,21.6,1462,5,"10,575","$12,888 "
Kolkata,2015,Gasoline,Automatic,First,8.6,2706,2,"10,512","$89,850 "
Mumbai,2017,Gasoline,Automatic,First,9.4,1999,5,"10,501","$105,293 "
Kolkata,2017,Diesel,Manual,First,25.3,1198,5,"10,500","$6,598 "
Mumbai,2014,Gasoline,Manual,First,17.4,1497,5,"10,500","$8,283 "
Mumbai,2017,Gasoline,Automatic,First,14.3,1598,5,"10,500","$12,495 "
Mumbai,2015,Gasoline,Manual,First,17.4,1497,5,"10,400","$9,139 "
Kochi,2018,Gasoline,Manual,First,18.9,1197,5,"10,393","$8,466 "
Delhi,2017,Gasoline,Manual,First,21.4,1197,5,"10,300","$9,476 "
Kolkata,2018,Diesel,Manual,First,22,1582,5,"10,250","$15,373 "
Mumbai,2016,Gasoline,Manual,First,19.1,1197,5,"10,200","$7,005 "
Mumbai,2018,Diesel,Automatic,First,17.9,2143,5,"10,003","$68,089 "
Hyderabad,2016,Gasoline,Manual,First,24.1,998,5,"10,000","$4,914 "
Kolkata,2018,Gasoline,Manual,First,20.5,998,5,"10,000","$6,318 "
Hyderabad,2017,Diesel,Automatic,First,19.3,2143,5,"10,000","$50,541 "
Delhi,2018,Gasoline,Manual,First,18.9,1197,5,"10,000","$9,125 "
Jaipur,2018,Gasoline,Manual,First,18.9,1197,5,"10,000","$8,213 "
Hyderabad,2015,Diesel,Automatic,First,18.9,1995,5,"10,000","$42,117 "
Pune,2017,Gasoline,Manual,First,18.6,1197,5,"10,000","$9,125 "
Mumbai,2014,Gasoline,Manual,First,18.2,1199,5,"10,000","$7,721 "
Bangalore,2015,Gasoline,Automatic,First,18.1,3498,2,"10,000","$77,215 "
Mumbai,2018,Diesel,Automatic,First,17.9,2143,5,"10,000","$40,573 "
Chennai,2016,Gasoline,Manual,First,17.6,1193,5,"10,000","$5,616 "
Delhi,2016,Diesel,Automatic,First,16.4,2179,5,"10,000","$61,772 "
Kochi,2018,Gasoline,Automatic,First,10.4,2979,2,"9,952","$82,184 "
Hyderabad,2018,Gasoline,Manual,First,15.8,1591,5,"9,900","$18,532 "
Kolkata,2014,Gasoline,Manual,First,20.3,998,5,"9,759","$3,861 "
Coimbatore,2018,Gasoline,Manual,First,23.8,1199,5,"9,565","$8,255 "
Kolkata,2014,Gasoline,Manual,First,18.2,1199,5,"9,500","$4,914 "
Delhi,2017,Gasoline,Automatic,First,14.6,1999,5,"9,500","$22,954 "
Mumbai,2011,Gasoline,Manual,First,20.4,1197,5,"9,489","$4,142 "
Delhi,2018,Gasoline,Manual,First,18.9,1197,5,"9,434","$8,072 "
Hyderabad,2016,Gasoline,Manual,First,22.7,796,5,"9,370","$4,142 "
Coimbatore,2019,Diesel,Automatic,First,18,2987,5,"9,312","$110,628 "
Mumbai,2014,Gasoline,Manual,First,17,1591,5,"9,200","$8,072 "
Pune,2016,Gasoline,Manual,First,15.4,1497,7,"9,200","$11,231 "
